70.770623,21.205133
166.203416,69.585165
282.146388,17.879193
331.520222,-18.816209
268.629684,82.731490
183.097831,86.165939
54.952530,15.544889
272.398610,41.766819
350.373028,15.099254
23.813452,41.311338
107.018451,-36.261628
255.293989,-54.428155
208.329629,-14.635798
299.662398,-78.245535
231.257274,-29.865400
14.710971,-70.438191
207.971502,11.343666
213.366834,32.026479
100.546572,-19.381517
223.208552,-23.931122
73.546048,-28.586091
190.544174,31.922212
65.426121,21.097402
142.078503,-21.045005
39.175121,73.181219
166.925780,-32.880498
175.029166,-53.190378
137.324701,55.238011
96.166535,45.276943
81.596103,23.536727
22.089620,-53.705167
113.999224,75.734578
238.440892,40.572895
51.790694,-52.810049
344.085257,-43.949299
292.881676,-68.310211
8.522823,68.793953
9.532917,59.971987
24.989304,63.210297
113.494443,-41.343981
342.744522,17.614746
79.073799,-49.616714
291.111443,-25.099722
61.996046,-47.071702
148.917669,17.588125
315.691236,-38.236467
285.965334,-25.397473
217.085736,43.831782
266.572641,32.403948
112.585105,-15.162986
101.384774,-32.575137
157.208966,-44.664532
118.815142,55.002112
175.752930,54.446780
282.841226,47.371688
225.663643,44.775446
235.131396,-44.968703
13.704075,-40.487764
3.801313,-51.031382
83.481967,38.162618
49.335008,46.547127
183.620338,30.050191
164.336728,-19.762021
184.247390,-73.818289
316.086037,39.612747
88.469939,-30.394604
267.480122,-46.747800
340.916962,65.952290
93.820624,69.876690
64.813032,19.468901
113.539263,-29.584696
165.369288,20.301785
142.554934,-71.135276
90.947465,-58.503553
17.981259,-12.604565
339.027138,-48.932719
208.394834,-33.807564
150.338053,57.747510
169.236031,-86.308795
140.831549,-26.759914
253.979894,-26.483055
209.212958,-35.740463
93.748228,66.112941
24.622381,-55.073969
212.425193,78.003186
41.871680,48.334559
166.876988,-37.741599
103.823097,35.149200
266.902317,-19.758858
337.580226,59.869158
221.345371,-32.288966
316.238716,-48.524979
283.239042,40.983992
347.437426,-40.896433
220.661383,-19.218546
100.449100,-32.578701
37.158338,45.867299
201.598111,-26.191495
113.521601,-17.344035
271.976980,32.548673
338.368987,34.633074
261.370522,29.696044
345.815922,-35.945409
123.119661,-11.299577
229.911927,15.897172
250.032909,62.385890
18.998271,52.235582
243.620927,68.663606
125.401541,28.717353
236.425293,68.423661
339.308371,-18.854003
34.888669,-36.830466
147.443987,-21.945463
44.394415,50.126400
188.742202,-16.317329
155.209865,-38.052408
295.261142,51.649716
120.527628,-28.829433
201.821295,16.266141
341.310163,-20.344519
161.757424,-54.269415
57.708882,37.408696
24.922938,43.641384
43.937705,-58.175984
174.612870,67.719637
208.463225,55.703806
229.868902,24.402523
